colorIdentity,convertedManaCost,coloredManaCost,power,toughness,rarity,types,uuid,text,releaseDate
U,5,2,4,4,uncommon,elemental,4660ef96-8a28-5c06-b28b-d715a4d06779,flying,11/7/2008
W,5,2,4,4,rare,angel,eb16d1a2-8c24-55f8-96e0-332f9a57fa5a,flying vigilance,4/10/2009
B,3,1,2,1,common,imp,5a5480b3-1534-5d87-906c-8e226319b314,flying,4/10/2009
G,4,2,5,5,common,beast,acacfc2c-ba84-528c-86ad-3fb405e1f6c5,shroud fading3,10/30/2009
G,7,3,8,8,rare,wurm,a3f10b7a-0aa3-536e-926b-38cefd4033c1,hexproof,10/30/2009
X,6,0,5,4,uncommon,golem artifact,39670b69-5375-57fd-b9a2-97acbaa1a687,,3/19/2010
W,1,1,2,1,uncommon,human soldier,35dc481b-dacb-59c9-87c7-e6786248d23a,,9/3/2010
W,2,1,2,2,common,human soldier,03fa89f0-6858-5b55-97ee-93daf0a9c3e6,,9/3/2010
W,6,2,3,3,common,human soldier,4b877fcc-3179-57aa-9398-a687233797b8,convoke flying,9/3/2010
X,1,0,0,0,common,construct artifact,eb14d05b-290c-580e-969b-e4c2a2810946,modular1,9/3/2010
X,1,0,0,4,common,wall artifact,0ad0aca4-a1be-5ed2-8e2e-202b563564d0,defender,9/3/2010
W,2,2,2,2,uncommon,kithkin knight,711fd071-bfeb-555b-86fd-76a48786659d,firststrike lifelink,4/1/2011
W,2,2,2,2,uncommon,cat knight,10aa3494-b7a9-5ad8-beef-40237c42517a,flying,4/1/2011
G;W,3,9,3,4,uncommon,elf knight,849f5e6f-c172-5ecb-8786-1a11be852f04,vigilance,4/1/2011
W,4,2,2,3,common,cat knight,2f6f9e82-f71f-56a4-bb21-78055c1b85e2,flying firststrike,4/1/2011
W,5,2,3,3,common,kithkin knight,622f4cf0-876f-586d-9690-78b5712c035c,flying firststrike,4/1/2011
R,2,1,2,1,common,cat,e70e2bcf-d7ad-53a0-8ba4-4e3d5317dc3b,mountainwalk,9/2/2011
G;R;W,3,3,5,4,uncommon,beast,a9a1dc53-3740-577a-951f-6670e8f5786b,,9/2/2011
G;R;W,4,4,2,4,uncommon,cat warrior,d723a782-be23-5cd7-8a89-caec724e214f,doublestrike,9/2/2011
U;W,3,2,2,2,uncommon,spirit,2ee121e8-44fd-506d-b590-bbaa8e677473,flying firststrike,3/30/2012
U;W,3,2,0,8,uncommon,wall,40376122-62a0-58a8-bc62-d319c7d6daf9,defender flying shroud,3/30/2012
R,4,1,3,2,common,human berserker,451f4727-9a03-53f6-a53c-a7c8c98962e9,haste,3/30/2012
G,4,1,3,3,common,plant dog,7e6164b1-b621-56e9-b4ba-c5509ff2edaf,dredge3,9/7/2012
B,2,1,2,1,common,vampire,927cbbb6-7f60-5a31-86d5-86424866b873,lifelink,3/15/2013
B,2,1,1,1,common,bat,117199db-9d98-57f5-a718-4860dbc3b94f,bloodthirst1 flying,3/15/2013
B,3,1,3,1,common,vampire,4a26b36a-a49b-54b0-9e09-a6ecbce67b4e,bloodthirst1,3/15/2013
B,3,2,2,3,uncommon,vampire shaman,d4e703c6-5543-532b-a733-5347324e9c31,flying deathtouch lifelink,3/15/2013
B,4,2,2,2,uncommon,vampire,0bfe36c2-245a-5432-a1e1-e7527f120309,bloodthirst2 lifelink,3/15/2013
W,2,1,1,1,uncommon,human soldier,ea31fb31-bbf4-57be-97a2-e0d97e3fd8ef,doublestrike,9/6/2013
W,2,1,2,1,common,human soldier,37a939dc-b98e-5461-90d0-aebb92488c9f,vigilance,9/6/2013
W,5,2,2,4,common,human knight,996a29a8-93cc-5811-8f59-19aef2d6594e,vigilance lifelink,9/6/2013
G,2,1,1,2,common,spider,8e6b88a5-d82f-5df7-8a0a-ffc0043c81a4,reach deathtouch,9/6/2013
R,3,1,2,2,common,ogre warrior,05ca2232-15dc-5f09-87d9-907d968a9452,bloodthirst1 firststrike,9/6/2013
R,4,2,3,3,common,minotaur warrior,aeeb5671-c578-5deb-a453-d03238b0fdef,bloodthirst2,9/6/2013
G,5,2,2,3,common,centaur berserker,eccc31f0-9c79-5370-b326-9cc3aaccdd02,bloodthirst3,9/6/2013
B;R,2,2,3,1,common,goblin warrior,25eaad79-d5bb-5d0d-9a9d-bbf381fc3974,trample,9/5/2014
U;W,4,2,2,4,common,human knight,0d7c2a69-7037-5bb4-87d0-7e5f8b4bf74d,flash vigilance,9/5/2014
R;U;W,4,3,3,4,rare,angel,8f2b9347-aa53-5e54-b7e3-cf1612970b13,flying vigilance haste,9/5/2014
U,5,1,3,3,common,faerie rogue,3a2b67d2-be21-53e8-9b67-bd5245396627,flash flying,9/5/2014
W,5,1,3,4,common,elephant soldier,761e9a95-57d8-5962-a876-7ac94ad40c5e,battlecry,2/27/2015
W,3,1,1,4,common,human soldier,cc0a61fd-938e-524a-9b17-4a3e1db620d3,vigilance,2/27/2015
U,9,2,7,11,rare,leviathan artifact,58aca609-97a8-5611-a998-518c91f62cfe,trample islandwalk shroud,2/27/2015
G;U,7,2,6,6,rare,leviathan,d28bfb4b-49e2-579d-a68e-94480b7238fc,flying trample shroud,2/27/2015
W,4,1,2,4,common,griffin,89b293ce-a21e-52fc-982d-6eb55da4f75f,flying,8/28/2015
G,3,1,2,2,common,basilisk,499f1d87-7755-57a1-9c0f-2085f82a76eb,deathtouch,8/28/2015
X,3,0,2,2,common,cat ally artifact,7a8e16ec-d473-59cd-8ca6-f976092fbd1f,,8/28/2015
B,3,2,2,3,uncommon,vampire shaman,5a919138-6f60-5fb9-ae3a-ec73fbda0248,flying deathtouch lifelink,8/28/2015
W,3,2,2,3,common,spirit,f9c2421b-abdd-5261-a951-0d27f412080a,flying,2/26/2016
B,2,1,1,1,common,zombie,081aa782-3e86-5bbe-810a-f6a7f5599120,undying,2/26/2016
G,7,2,5,7,common,treefolk warrior,f35987cd-a23b-58a1-8503-8f4270f1280c,vigilance trample,9/2/2016
G,2,1,2,1,common,elf archer,4831d023-9e3d-51f1-9be2-6676f8a84cd0,reach deathtouch,9/2/2016
B,3,1,1,3,common,scorpion,b1b70586-d01c-5418-9ec9-9b90b17bb594,deathtouch,9/2/2016
B,5,2,5,3,common,demon,291c9641-0938-5d63-a45c-f50ac573bd9d,,9/2/2016
R,4,2,3,3,common,minotaur warrior,702d1769-80d4-5f61-b85d-dca780581449,bloodthirst2,3/31/2017
G,4,2,3,4,common,treefolk warrior,1220d080-469a-5576-8363-8c5984b49e78,reach,3/31/2017
R,3,1,3,2,common,goblin warrior,6e20bba1-fdb9-5ea2-8943-624eae87057d,menace,10/24/2017
R,2,2,2,2,uncommon,goblin warrior,bbbbd166-2a0c-5b8c-bb95-0a86cd12ea78,battlecry,10/24/2017
W,5,1,3,1,common,bird,39fb83e6-3830-5dea-9bee-8661da390142,flying firststrike,5/3/2013
U,2,1,0,5,common,spirit,1aa7fbb7-65de-5a5e-90fe-de7cd89682d6,defender,5/3/2013
U,3,1,2,2,common,drake,fc3ed198-3360-5e0e-b9a1-d7a5ce7ccc71,flying,5/3/2013
B,2,1,1,3,common,human rogue,9f8d230e-8219-5863-b6ec-a2b56f32d8f9,,5/3/2013
B,3,1,1,2,common,drake,e43007c4-a3d6-5ef5-855f-36319cd216d6,flying unleash,5/3/2013
G,3,1,2,1,common,shark beast,5e0756d4-cf3a-5f92-ac88-8757eb8243f9,trample evolve,5/3/2013
G;W,5,2,4,6,common,elf knight,c3d9dc7c-14c2-5d65-8035-5508c7d8bc0e,,5/3/2013
U;W,4,2,3,2,uncommon,vedalken wizard,203185c1-d233-50c1-ac0b-e59e615fa927,flying hexproof,5/3/2013
B;R,2,2,3,1,uncommon,goblin warrior,7bde76de-2130-566f-b4df-3e55fa4ba832,haste,5/3/2013
B;W,2,2,2,1,common,vampire,bb490f68-a110-5e9a-b4c4-67a3605202cd,lifelink extort,5/3/2013
W,2,1,2,1,uncommon,pegasus,ba2f7af2-d446-5ae6-b585-c16ff7d54106,flying,5/5/2006
G,1,1,0,0,common,human mutant,cdd52f1c-88e0-517e-81cb-117039aa85c6,graft1,5/5/2006
G;U,4,2,3,3,common,beast,f15dee97-e4a0-5c08-89b8-c837c72079d8,flying trample,5/5/2006
G;U,7,2,6,6,rare,leviathan,da6b2342-b9e1-50f5-8c84-17bcad9cf833,flying trample shroud,5/5/2006
W,1,1,1,2,common,cat,d1226750-ce73-5951-ab86-aa3c50565710,,2/3/2012
W,5,2,3,2,common,griffin,7ba961b7-a7cf-572c-a62c-a5e407ca65af,flying firststrike,2/3/2012
U,4,1,2,3,common,bird,814941ea-a079-5cf0-b4e7-dfd8001abccb,flash flying,2/3/2012
B,2,2,2,1,common,zombie,41e6e1c5-e8c4-5181-acb9-43c5c120547c,intimidate,2/3/2012
B,6,2,3,2,uncommon,vampire,0a057fd9-bf97-5e0f-93aa-e6c2295fad35,flying undying,2/3/2012
R,5,1,4,1,common,vampire rogue,b2e2a074-458b-5310-820e-05474ed63388,undying,2/3/2012
R,4,1,3,3,common,wolf,b0610b09-71c7-53f9-b411-603a8113b485,,2/3/2012
G,5,2,5,5,common,beast,7f609a29-9438-5203-8ea4-e67cddd29c12,,2/3/2012
G,4,2,2,3,common,spider,0e05dd3f-75da-5ade-b4fb-42ad45820ba9,reach deathtouch,2/3/2012
G,2,1,2,2,common,dryad,4c00c2b9-4ff5-5194-828c-274886dbdea0,forestwalk,2/3/2012
G,2,2,2,1,uncommon,spirit,9f17556a-21be-5322-87f7-6e1b11b3dad3,haste undying,2/3/2012
G,5,3,5,4,mythic,insect,aad45fe9-c4ba-51b2-8405-7c6858eb64d5,vigilance trample undying,2/3/2012
G,1,1,1,1,common,wolf,85f6f5ec-f3cc-5523-a53a-76523a9e5b2b,undying,2/3/2012
G,2,1,2,2,common,bear,04904308-b1f3-598a-a066-dfba6075420e,,12/1/2001
W,4,1,3,2,common,bird soldier,2c49879f-3a5c-5b8b-a6c1-e5c47a511912,flying,4/27/2018
W,2,1,3,1,common,human knight,04d354cb-1190-5ac4-ac56-91f09c1d27cc,,4/27/2018
W,2,1,2,2,common,unicorn,f22cd70d-2155-5591-b52f-f3a9bef9e9a5,lifelink,4/27/2018
W,5,2,4,4,uncommon,angel,47e840f4-c8b5-5ab0-afa7-35b5d0269131,flying vigilance,4/27/2018
U,6,1,4,5,common,turtle,ac5a47b6-c8fa-593c-b126-2ed5f602ceff,hexproof,4/27/2018
U,3,1,2,3,common,human wizard,0d2d9537-01ac-5965-93ee-51058589ac2e,,4/27/2018
B,2,1,2,2,common,human cleric,810f1fff-568d-5583-adeb-4a0c38e0271f,,4/27/2018
B,6,1,5,5,common,thrull,3c138e9b-68a0-531d-baeb-0fb93b56625e,deathtouch,4/27/2018
B,5,1,9,3,uncommon,frog spirit legendary,dbb7838c-60bf-5231-b6ba-73e2873656c2,,4/27/2018
R,5,2,5,4,common,elemental,8f01a280-1357-5838-9c70-b673cea2bb84,,4/27/2018
G,5,1,3,5,common,spider,cbe43d6e-45a2-5e6c-9d79-adb8ff859c7e,reach,4/27/2018
G,6,2,7,6,common,wurm,b991d060-061e-51ec-b0e0-a405d482493a,,4/27/2018
X,6,0,5,5,common,golem artifact,6bbdc05c-eebd-5302-a29b-b51da39ff33e,trample,4/27/2018
R,3,1,3,1,common,human wizard,7928b4e9-8283-585d-95ad-bb222e3e8362,haste,4/27/2018
U,5,2,4,4,uncommon,elemental,5d1bfee9-33a4-514f-ae02-33a6d88919ba,flying,6/4/2010
U,6,2,5,6,rare,djinn,d7e9af4b-4c46-5ac4-b913-9efae4955cbd,flying,6/4/2010
U,4,1,3,2,common,drake,a95867ad-a859-5a52-bf76-6d0e255bb049,flying,6/4/2010
B,3,1,2,1,common,imp,7466f415-3c18-5afd-a07d-e732889b4173,flying,6/4/2010
B,4,1,2,3,common,elf rogue,6ea7c06f-9ec5-53d6-bf9b-40f81118c408,deathtouch,6/4/2010
B,3,2,2,2,common,zombie,fd03460a-1a02-56de-859f-2c04ce912248,fear,6/4/2010
R,5,2,4,5,uncommon,elemental,3f7580bd-30ba-5e60-b225-f4f2cf3e8735,,6/4/2010
R,2,1,2,1,common,goblin warrior,4ba4ac20-81e5-5e4b-b1a8-6929ef7f87ac,,6/4/2010
R,3,1,1,2,common,goblin warrior,18baed48-c2fd-5de7-aac6-1d168aeb95e6,flying,6/4/2010
R,4,1,3,3,common,giant,80f9c26b-003e-550f-8cd2-351a655f909d,,6/4/2010
R,4,1,4,1,common,elemental,4808364e-a4cf-5afb-92be-83f6cf012384,haste,6/4/2010
G,7,2,7,7,uncommon,wurm,e7f2c5a5-a38b-5b75-a23a-3b7e805a5428,trample,6/4/2010
G,2,2,2,3,common,elf warrior,712ae5c4-e595-56b8-aee6-a66c7b36a0b8,,6/4/2010
G,4,1,2,4,common,spider,3dea95c7-dde0-5e9a-b1a9-7cdd9441fa11,reach,6/4/2010
G,2,1,2,2,common,bear,81c6a432-01fd-57cb-a9c2-0faa5dbf459a,,6/4/2010
G,5,1,5,4,common,wurm,f38baf03-3fd0-5d72-8c98-c50362ef813b,,6/4/2010
G,3,2,3,3,common,elephant,592ca332-f768-5d9f-ba67-3c78a1c78904,,6/4/2010
G,1,1,0,3,common,wall,7c03e6b1-c6ef-5d97-9692-6f63cf100b14,defender,6/4/2010
X,3,0,2,3,common,wall artifact,9c7320d6-810e-51f1-8bc4-ec5d9d912fc1,defender firststrike,6/4/2010
W,2,1,1,1,common,human soldier,245b93ee-c442-5212-a68b-8dc3e5245fb0,firststrike banding,8/1/1994
W,2,1,1,2,common,human soldier,6efd8cb3-756c-55f1-821a-233846fc722b,,8/1/1994
B,2,1,1,1,common,imp,28a28373-86e2-538e-a4b7-a2fdaecb41ab,flying,8/1/1994
R,3,1,2,2,common,goblin,ae64cf01-1062-5f0d-a8bb-fc7c72fdfc88,,8/1/1994
G,4,1,4,5,common,plant wall,b551e9aa-e3cf-5ec0-acd0-69240060b632,defender,8/1/1994
G,3,2,2,2,common,leech,935267fb-334e-565e-b29c-527f49cf3eeb,firststrike,8/1/1994
B;R,2,2,1,1,common,goblin,bb85954c-b092-5ba8-b857-f4e5a7fb9ef1,swampwalk,8/1/1994
G;R,2,2,2,2,common,goblin,de4ddf02-868d-508b-90d9-42c3e14a3219,,8/1/1994
G,6,2,3,4,common,spider,12975333-f8c9-57aa-9bb8-738490ccb8cd,flash reach,2/6/2004
X,5,0,0,0,common,golem artifact,10158614-de16-5b79-a009-b28d47e24adc,modular3,2/6/2004
X,4,0,0,0,common,beast artifact,cc13a05a-cd6c-5357-b10d-bee9a116c5dd,haste modular2,2/6/2004
X,7,0,0,0,uncommon,beast artifact,e80a0d75-df79-52df-9f90-ce1a2fc03597,firststrike modular4,2/6/2004
X,2,0,0,0,common,insect artifact,8d976321-04c3-5b2e-a5de-c2d9dc73e71f,flying modular1,2/6/2004
X,1,0,0,0,common,construct artifact,6cb5b235-575d-57c0-b1bc-7e6b5cef8bbe,modular1,2/6/2004
X,7,0,3,3,uncommon,gargoyle artifact,b0d2c01a-ea42-59ae-a805-9c9400e1d101,flying indestructible,2/6/2004
X,6,0,4,4,uncommon,dragon spirit,aee44480-bc11-53d9-a862-518058b354e4,flying,3/27/2015
W,4,1,3,2,common,dog warrior,89eaeca5-cc68-5d61-8145-fc5e6a8921d5,lifelink,3/27/2015
W,1,1,1,3,common,human monk,ef4dce37-ca34-5e68-bfdf-07ecf9f164f6,defender firststrike,3/27/2015
W,2,1,3,1,common,human warrior,59d77f1b-7e81-5156-a5a4-56d1343ebc9d,,3/27/2015
W,2,1,1,3,common,bird,5e6b8c2b-afc4-598e-94d9-2113a15ed046,flying,3/27/2015
U,5,1,2,5,common,fish,b2fc0f64-a59a-51ce-acb6-602f490b0f31,,3/27/2015
U,3,1,1,4,common,elemental,957c93f1-b13f-5319-a5c6-0fda7db0ad50,flying,3/27/2015
B,2,1,2,1,common,human warrior,2dad1239-64a9-57e3-ac89-f746a6657bba,deathtouch,3/27/2015
B,4,1,2,5,uncommon,snake,2fb3c544-8099-5ada-b51f-7f885604fb7d,deathtouch,3/27/2015
B,4,1,1,6,common,zombie turtle,60fc623f-b7a0-5d0b-aefc-7eae1f917153,,3/27/2015
R,4,2,4,3,common,yeti,4ec4444f-7974-5899-97f1-62b89e57af7f,,3/27/2015
G,3,1,2,4,common,beast,c29c27af-8562-5ea9-8add-dd68bb712ce5,,3/27/2015
G,4,1,5,1,common,elemental,fdf5f7bc-5c8b-5afb-873b-f45e3a2d18a7,hexproof,3/27/2015
W,5,2,4,4,uncommon,angel,98f27b14-1169-59e0-8963-3fa66ff6a8f9,flying vigilance,12/5/2014
B,3,1,2,1,common,imp,616c8948-a68d-5689-954b-fc2528270c40,flying,12/5/2014
W,3,2,2,3,uncommon,dwarf soldier,af6efe93-9e04-5318-9dcb-950a35ab4df5,flying vigilance lifelink,6/16/2017
W,2,1,1,1,uncommon,human soldier,675f83c0-3239-51b1-9248-28975dad6816,doublestrike,6/16/2017
W,2,1,2,1,common,human knight,9b084e39-529f-562b-aabc-76f025707ee6,firststrike,6/16/2017
B,3,2,2,3,uncommon,vampire shaman,7d249e9f-65ee-5d6a-9a58-41e1c6de44f4,flying deathtouch lifelink,6/16/2017
R,3,1,2,2,common,ogre warrior,6f5cc673-d7ae-5d93-83a8-7ca01262c8bc,bloodthirst1 firststrike,6/16/2017
R,4,2,3,3,common,minotaur warrior,72dc4649-de1d-5a14-8cf3-75b36fedb925,bloodthirst2,6/16/2017
R,2,1,1,1,uncommon,human berserker,107144be-c971-5132-ba73-5eb7624a0bd2,bloodthirst2 menace,6/16/2017
B,2,1,2,1,common,vampire,de88665e-36d7-51f3-b5a6-22f721cd3c05,lifelink,11/24/2017
B,3,2,2,3,uncommon,vampire shaman,4ce02a5a-4857-5bc6-b21c-3410c0c2c4c6,flying deathtouch lifelink,11/24/2017
B,3,1,3,2,common,vampire noble,622ca9d0-6732-5969-9901-28f7ca3bfbb7,,11/24/2017
W,3,1,3,2,common,human knight,83b512cf-106c-5461-a31a-f8c842583409,,10/4/2019
W,5,1,3,4,common,griffin,4c953c2a-76b6-53ed-851c-aefe087e111c,flying,10/4/2019
W,2,1,2,1,common,human knight,dbc1152c-966d-5361-bfe8-112dfcf79595,firststrike,10/4/2019
R,3,1,1,2,common,goblin knight,3ce33ca7-473c-54ff-b205-cae6f3bc6c2d,doublestrike,10/4/2019
G,3,1,1,5,common,spider,6f06ee37-7e68-5b43-a4a3-aa1789c21d98,reach,10/4/2019
U,3,1,2,3,common,faerie,f2bab806-a163-5ff2-ab64-ce1bb4f23bbe,flying,10/4/2019
W,4,2,5,5,uncommon,beast,b89495e9-9d61-50e2-bd63-d5dd6b90edd4,shroud vanishing4,6/10/2016
W,1,1,2,1,common,human soldier,092e2182-55ad-59b1-8f5e-1c7383c3b420,,6/10/2016
W,2,1,2,1,common,pegasus,c91234d9-6666-585f-b37c-9506273c9b47,flying,6/10/2016
W,5,2,4,4,uncommon,angel,03737714-097e-5999-a89c-1679e74b0611,flying vigilance,6/10/2016
U,3,1,0,7,common,wall,1c47ee57-d277-5ba2-8a6a-0e6712da1e5d,defender,6/10/2016
U,9,2,7,11,rare,leviathan artifact,e0158dcb-991b-55a2-930b-ff5ba1949a00,trample islandwalk shroud,6/10/2016
U,4,1,3,3,common,illusion,408c2adc-e708-5cf1-b680-e7e886504f09,flying,6/10/2016
R,6,3,6,5,rare,dragon legendary,6c110743-92e1-5569-9597-e9ae8df0dac8,flying haste,6/10/2016
G,5,2,4,4,common,spider,9e56efc1-8cc7-501b-ac7b-b8443dee8626,vigilance reach,6/10/2016
G,2,1,2,1,common,elf archer,6bf38027-13df-5be3-b89a-67ca6cb1c635,reach deathtouch,6/10/2016
G;R,4,2,3,2,uncommon,elf berserker,78e075e1-4cc8-5f83-babe-aef751376a94,haste cascade,6/10/2016
G;U,3,2,2,2,rare,human rogue artifact,f5104ae2-a0a9-54bf-af9c-0d3b606d43de,cascade,6/10/2016
G;R,4,6,4,1,rare,insect,9aeea31f-bd6f-5f7c-a1a9-b214b5be73e7, trample haste shroud,6/10/2016
W,3,1,2,2,common,hippogriff,556da1ee-5ecc-5598-8559-4ed6b11e21e6,flying,7/22/2016
W,5,1,3,4,common,human knight,8e2cae1a-fa5c-58a6-9ee8-2c42c1c9a5f8,lifelink,7/22/2016
B,1,1,1,1,uncommon,vampire rogue,0249922a-bd27-55e7-9bdf-73549c655870,skulk lifelink,7/22/2016
R,2,1,2,1,uncommon,wolf,0b5ebbfe-84bf-50ae-a2b2-972e8b706461,menace,7/22/2016
R,2,1,2,2,common,vampire,57e77108-0148-5d43-8c42-3225507a7ccf,,7/22/2016
G,4,1,2,3,common,spider,b65595aa-d11b-52fd-b159-4de71bd75514,flash reach,7/22/2016
G,3,1,3,2,common,human scout,78fbf7dc-ebe5-5999-838a-64304e9573db,vigilance,7/22/2016
X,2,0,2,1,common,scarecrow artifact,4222ffa7-2322-5cf0-9d6b-77c26005446e,,7/22/2016
B,4,1,2,2,uncommon,spirit,85aef10c-c958-5b1e-85f8-82178c900020,fear persist,7/25/2008
B,4,1,4,2,common,elemental warrior,9e7071bb-d625-57fc-89bb-b77c41d9ac25,wither,7/25/2008
G,7,2,7,7,uncommon,wurm,089ea162-a3b9-53a7-98e9-212ae916cec6,trample,7/25/2008
B;W,4,6,2,4,common,hag,049c80a9-db73-514f-9d76-79fcc535bf99,wither,7/25/2008
B;W,1,3,1,1,common,hag,e289d529-beda-5853-96bb-56ddcf570c23,lifelink,7/25/2008
B;G,3,3,2,2,common,troll,7f440a9b-1810-5401-85d3-3e304ae17c6b,wither persist,7/25/2008
B;G,3,9,3,2,uncommon,hag,20c0419d-6f7f-518b-93dd-ba6c4dccbdaa,swampwalk forestwalk,7/25/2008
R;W,3,9,2,2,uncommon,goblin soldier,5c0f3bbc-a417-51da-9674-82e753335a4f,doublestrike,7/25/2008
R;W,3,3,1,2,common,goblin knight,efbc1025-9316-53ce-9e21-6e4b84174748,flying firststrike,7/25/2008
G;U,1,3,1,1,common,beast,dc3d0e52-dece-5711-baec-0482366e14a8,hexproof,7/25/2008
G;U,6,6,3,3,common,beast,fd46f8e0-3127-5f0c-a5ea-10809dfe8fb6,flash persist,7/25/2008
G,2,2,2,3,common,elf warrior,ba360eab-b43e-5b5e-b78f-141abab70333,,12/5/2014
R,1,1,1,1,common,goblin berserker,40ae7a5b-57d3-5f54-9436-599a4f89843c,haste,12/5/2014
W,3,1,1,4,common,human soldier,de06f13a-708b-5155-adc8-40f2e3435cfe,vigilance,6/15/1998
R,1,1,1,1,common,goblin berserker,fd41c261-d282-543b-ae32-cc38f5505060,haste,6/15/1998
R,5,1,3,2,uncommon,drake,ee540c7f-0774-5693-85d9-69b1f5ea3771,flying firststrike,6/15/1998
G,3,2,2,3,rare,cat warrior legendary,8166de85-98db-50be-88a8-81f2a9370f0b,firststrike forestwalk vigilance,6/15/1998
G,4,2,5,5,rare,beast,60750f1a-b8f2-5162-8a8f-6d6fc87a1320,shroud fading3,1/1/2005
G;W,2,2,3,3,rare,wolf,fda19e48-b5b1-5b2a-8f81-a4a2336a5b3e,,1/1/2009
G;R,4,2,3,2,rare,elf berserker,5d6cd8db-1cee-5987-91c2-e6a0bcb62078,haste cascade,1/1/2010
G;U;W,3,3,3,4,rare,rhino monk,61c07ed2-c323-50a3-b1ee-768add9345bf,lifelink,1/1/2011
G,1,1,1,1,rare,elf warrior,e7f81316-5442-52f8-831c-bb3eec40288e,infect,1/1/2012
B;R,1,3,1,1,rare,devil,929fc98b-848e-5207-9ae9-ec562408e3e6,unleash,1/1/2013
W,1,1,1,1,common,human soldier,e0a962b2-077d-5909-9698-e967314d17c9,banding,4/1/1994
W,2,1,1,1,common,pegasus,8c3c15d9-6008-5589-a265-814b7904b49b,flying banding,4/1/1994
W,3,1,2,2,common,unicorn,f3bb7357-184d-5eb7-9135-c59463ed25c0,,4/1/1994
W,1,1,2,1,rare,cat,4aa3a0fd-7007-522b-8f1a-16f06e1b4e61,,4/1/1994
W,5,2,4,4,uncommon,angel,d751803a-98e6-5f14-95bd-3639bf66b071,flying vigilance,4/1/1994
W,4,1,3,5,uncommon,wall,a91e74ab-4825-5926-8a66-e290c1fff727,defender flying,4/1/1994
U,5,2,4,4,uncommon,elemental,89e06a67-0a19-53eb-82a5-72161a1a2d11,flying,4/1/1994
U,6,2,5,6,rare,djinn,f9ec1d34-d1de-5be2-8f91-4733298399f8,flying,4/1/1994
U,1,1,1,1,common,merfolk,a17c7b7f-c6ed-501e-8d47-5de5807c2109,,4/1/1994
U,4,1,3,3,uncommon,illusion,ec3727f0-8e3a-57f1-ac9f-46fac896dacc,flying,4/1/1994
U,3,2,1,5,uncommon,wall,472e6cce-2921-5795-93f5-caf477bde985,defender flying,4/1/1994
U,5,2,5,4,uncommon,elemental,b1a34482-a6b9-584f-b8e5-8e92f2ce367b,,4/1/1994
B,4,1,3,3,uncommon,wraith,d33788ed-e4f2-5145-bbf8-161fa9701cfb,swampwalk,4/1/1994
B,3,1,2,2,common,zombie,f6d645c7-ab2b-57dc-aedb-e8c257dd2653,,4/1/1994
R,5,2,4,5,uncommon,elemental,a5394214-5513-515a-9ddd-7d468544c963,,4/1/1994
R,5,2,5,4,uncommon,elemental,37f9487f-16ea-5b07-9097-8a2a2a78038b,,4/1/1994
R,3,1,2,2,common,ogre,29d8c6ce-aace-5551-bf29-e2d2ca66a245,,4/1/1994
R,4,1,3,3,common,giant,44b18089-0e71-551f-b49f-a2623bb3c400,,4/1/1994
R,3,2,2,3,common,minotaur,d86c53ce-9b58-583f-8691-7339cae7bcc8,,4/1/1994
R,1,1,1,1,common,goblin,2f024e4f-3b1c-5243-8638-a00fc13ae86c,,4/1/1994
R,4,1,3,3,rare,bird,422217c5-4776-51d8-bbf1-8d8275929cc5,flying,4/1/1994
R,3,2,0,8,uncommon,wall,9fa5c5d9-cc1d-5415-a83f-9e1b8ed1c72f,defender,4/1/1994
G,6,2,6,4,common,wurm,84511b05-d485-5b1e-8420-821390847caf,,4/1/1994
G,2,1,2,1,rare,elf archer,52454220-6ba3-549b-9543-97fd229798e3,firststrike,4/1/1994
G,4,1,2,4,common,spider,76aad2f4-9a0a-5a0d-8e48-95b2d92cb8f0,reach,4/1/1994
G,2,1,2,2,common,bear,46a33e6f-84f4-5ff3-9b33-9a1850c4eff1,,4/1/1994
G,5,1,3,5,common,treefolk,39bb1083-5aca-5f48-8bcf-32f531123cba,,4/1/1994
G,1,1,1,1,common,faerie,7692c71b-534e-5633-b036-1e40a46a9a8d,flying,4/1/1994
G,1,1,1,1,common,nymph dryad,957692cb-e8e7-5b2c-8092-5b3dfb34ede7,forestwalk,4/1/1994
G,1,1,1,1,rare,wolf,8becab7a-c300-5194-85fc-c2e09cceca90,banding,4/1/1994
G,3,1,0,7,uncommon,wall,59e76c14-7d15-5239-a309-1975a6cb5e11,defender,4/1/1994
G,1,1,0,3,common,wall,e77a5c87-feff-57ec-ac0f-b14655896ad6,defender,4/1/1994
G,4,1,3,3,common,elephant,a761e09b-a009-54f1-9188-10ff0bd9b310,trample,4/1/1994
X,4,0,1,5,rare,spirit artifact,68ea9125-5d5d-525c-b2ee-a92fab1b6954,flying,4/1/1994
X,6,0,4,6,uncommon,golem artifact,7e593654-3011-5f75-af44-79cd43f14b6a,,4/1/1994
X,0,0,0,2,uncommon,thopter artifact,f7570eb1-116a-5562-a2b2-da6527270926,flying,4/1/1994
U,2,1,1,2,common,merfolk soldier,2ba124cd-929c-5206-bab1-8d2fbbaabeed,,11/1/1994
U,2,1,1,2,common,merfolk soldier,40bdeefe-3e55-5490-b4be-56b65e0d68ca,,11/1/1994
U,2,1,1,2,common,merfolk soldier,32ede19d-59b6-50e1-9602-1141ab6a257f,,11/1/1994
